video_title,video_id,comment,comment_id,number_of_likes,parent_comment,parent_comment_id,comment_date,video_post_date
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,HIt pieces on Donald Trump are the only way Kamala gets votes. Americans who want to see the country improve should be voting Trump,UgwveyHbvHQ-rIkR_vt4AaABAg,0,N/A,N/A,2024-10-22T10:05:10Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Nope! Guess again,UgwveyHbvHQ-rIkR_vt4AaABAg.A9tY6OmAtDCA9tYGmaLwyv,0,HIt pieces on Donald Trump are the only way Kamala gets votes. Americans who want to see the country improve should be voting Trump,UgwveyHbvHQ-rIkR_vt4AaABAg,2024-10-22T10:06:35Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Votar kamala,Ugz85s_Kdz4ZdpFUivx4AaABAg,1,N/A,N/A,2024-10-22T10:05:07Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Trump en prison,Ugy0OvrFpIZjgLG2jG14AaABAg,1,N/A,N/A,2024-10-22T10:04:53Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Approved This Is The Right Job For Him , But Apron Want To Made XXXL Size  IsThis Closed Restaurant?",Ugzaf0SHafvA_c4nyJp4AaABAg,0,N/A,N/A,2024-10-22T10:04:43Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"""Gaslighting is a form of psychological manipulation and emotional abuse in which the perpetrator attempts to sow doubt in the targeted individual or members of the targeted group, whereby the manipulated persons then question their own memory, perception of reality and their sanity. Through the use of methods such as repeated denial, confusion, contradiction, lying, devaluing and belittling the victim - gaslighting involves attempts to destabilize the victim and delegitimize the victim's beliefs, opinions and attitudes. The goal of gaslighters is to make the victim dependent on them and therefore exploitable to achieve the perpetrator's personal needs or goals"" (Wikipedia)",UgyeNWZE1--aJwDoULp4AaABAg,1,N/A,N/A,2024-10-22T10:04:09Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"McD Scam
A pathetic representation of the potential 47th US President. False. Con trick. Disgusting thought of Donny The Mobile Toilet working in any Kitchen.",UgzdcztdFaGap3dO2iB4AaABAg,0,N/A,N/A,2024-10-22T10:04:00Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,13:01   This says that you cannot trust Trump as your president. What Trump tells you might just be from a tabloid magazine.,UgyFXXVQcOmKh9NYPXl4AaABAg,0,N/A,N/A,2024-10-22T10:03:53Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"None of these mouthpieces who forever try to “trumpsplain” what he meant will ever correct themselves after trump “corrects” them with exactly what he meant. First of all, if you have to constantly “explain” what he meant, perhaps he shouldn’t be your candidate. If he can’t communicate well enough for the rest of us to “understand” his true meaning, get out! Secondly, if you have to provide a softer version for what he actually meant, it shows you know what he actually says and means must be terrible. So you you would imagine, after walking away with egg on their face, they might be embarrassed for themselves and concerned for the country and the rule of law they so desperately want us to believe they stand for - and shift their support away from him... one could hope… and one could be forever disappointed.",UgzrRy7Gz0_RjhvAaSB4AaABAg,0,N/A,N/A,2024-10-22T10:03:36Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,8:50 was a very poignant moment.,Ugzy4IG_JZm3l-VQpnF4AaABAg,0,N/A,N/A,2024-10-22T10:03:22Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,A black Frank Langella at 7:42,Ugw_iw56gnNIx23SWe54AaABAg,0,N/A,N/A,2024-10-22T10:03:13Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,You are talking about it too..,UgzgU65Lu5_gfiYOfpx4AaABAg,0,N/A,N/A,2024-10-22T10:02:51Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"We all die in 2012, and this is the purgatory",UgzbquVhVf57TTO3zwB4AaABAg,0,N/A,N/A,2024-10-22T10:02:41Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"If both candidates were tasked to write an essay on inflation, I think Trump would bottle it even without fact checking.",Ugznco_Y6xvznW7Vd714AaABAg,0,N/A,N/A,2024-10-22T10:02:11Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Nancy Pelosi is evil who cares that she was the former speaker of the house. Trump is a lunatic, but he’s right about that.",Ugyi9_VQ7jJzMx-dw114AaABAg,0,N/A,N/A,2024-10-22T10:01:59Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,This man sicked a mob on congress and his own vice president. Of course he’s serious about ousting any of his political dissenters.,Ugy_2uG3Rql0zWFXZkV4AaABAg,0,N/A,N/A,2024-10-22T10:01:57Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,VOTE,Ugx0tQ5kic0eQG3lPi54AaABAg,0,N/A,N/A,2024-10-22T10:01:52Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"""And I love women"" - probably the biggest of his many, many lies.",Ugw45fkDE5yXcnlHm_R4AaABAg,1,N/A,N/A,2024-10-22T10:01:39Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Donald has been campaigning so much longer than Haris he has plenty of time to fluff around,Ugz93vgTJT9GM-j1bVR4AaABAg,0,N/A,N/A,2024-10-22T10:01:32Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,These people say they are Christians! But are willing lie. When its convenient for their desire for power!,Ugxg8J_kmZiapyPpnpd4AaABAg,1,N/A,N/A,2024-10-22T10:01:21Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,What is a french fry counter?,UgyLtcSEq2f_W23lg-94AaABAg,0,N/A,N/A,2024-10-22T10:01:00Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"John Stewart is  so full of 💩 you're  that concerned about  French fries,  stop sending  our taxe dollars to  Isreal. to commit genocide..And tell jews  to stop giving  themselves  reparations  for something that didn't happen here.",UgwYZ6Zu57BNiDBA0wt4AaABAg,1,N/A,N/A,2024-10-22T10:00:59Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,It’ was a set up drama by Trump 😢😢😢😢😢😢what happened to Flynn if I may ask?,UgyNKGNAcgDrxtm38CZ4AaABAg,0,N/A,N/A,2024-10-22T10:00:46Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"My brain is at fatigue status from having to listen to that Cheeto talk... 🤢  
I have more intellectual conversations with my 6 year old nephew...",UgwF1LkozSSxn2Jwcat4AaABAg,0,N/A,N/A,2024-10-22T10:00:42Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,I CANNOT STAND these Republicans that try to spin what comes out of Trump's mouth. Ugh!,UgwulrFDk9NyQ1U6rXZ4AaABAg,0,N/A,N/A,2024-10-22T10:00:29Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,FCC will need you to lead with swearjar for everyone to see! Think of the actions your word do in people's service.,Ugz4eXnh2xVYjxrR9ah4AaABAg,0,N/A,N/A,2024-10-22T10:00:21Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Omfg 😂,UgzwWMoTCltQjaw-kCJ4AaABAg,0,N/A,N/A,2024-10-22T10:00:18Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,I think it's part of the authoritarian playbook to be part clown and part devil.  Just like it's part of the playbook to mix fact and fiction until no one can tell the difference between them.,UgyYmL9yY8HatJqdDDB4AaABAg,0,N/A,N/A,2024-10-22T10:00:13Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,He IS Forrest trump,UgxfCa3N7eoZJzBtxbp4AaABAg,1,N/A,N/A,2024-10-22T10:00:10Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Trump is running to be president because he’s a coward 
The same coward that didn’t go to Viet Nam because of his so called bone spurs 
He’s wants to be president so he can stay out of jail 
Why else would he want to put out that much effort at 78 years old 
Obviously he’s paper rich and money poor and it’s his only salvation 😂",UgzPq17xtEUNYplV2wd4AaABAg,1,N/A,N/A,2024-10-22T09:59:59Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"This election debacle and the fact that the race is so tight, show the true belief of many Americans. Any other person who did a modicum of the bullshiggy that Chump (and I meant to spell his name that way) does, would be buried under the jail.",Ugz7_0urLSijtiWhRUF4AaABAg,1,N/A,N/A,2024-10-22T09:59:48Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Do Leonard Leo next Jon, he and his goons are pouring enormous amounts of dark money into the Republican campaign.
To everyone concerned with this, look up Sheldon Whitehouse and watch ""The Scheme"".
As a European, all that's unfolding has just been so hard to believe, put that orange skidmark behind bars for the sake of the world please.",UgzEGUfnPruwu2DaM-94AaABAg,0,N/A,N/A,2024-10-22T09:59:44Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"No, we did not all die during Covid. We all died in 2016. All this mess is just hallucinations on the deathbed",Ugyqjs30x_r2-4uT0tt4AaABAg,0,N/A,N/A,2024-10-22T09:59:42Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,The thing with the missing geese is real. The person was caught. Middle-aged white guy. Dropped from the news cycle.,Ugz8pRHSYpDEhGHfcy54AaABAg,0,N/A,N/A,2024-10-22T09:59:42Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Everybody knows the milkshake machines are always broke 😂,UgzgcUPngUK2Yq1jHxp4AaABAg,0,N/A,N/A,2024-10-22T09:59:33Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,6 hrs and 1 million views' how you know it's election season,Ugw5_Ag8qyUZrgTtCv14AaABAg,1,N/A,N/A,2024-10-22T09:59:29Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Trumps Arnold Palmer comment was Par for the Course!,UgxNCat0HmMut3H5EIZ4AaABAg,1,N/A,N/A,2024-10-22T09:59:28Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,2:57 he is sooooooooo dumb,Ugydbzy4Zr-OyuvK0PJ4AaABAg,0,N/A,N/A,2024-10-22T09:59:24Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Quick, tell Trump that Kamala worked as a garbage collector!",UgxwtBUr-kzn2uY3bBB4AaABAg,0,N/A,N/A,2024-10-22T09:59:24Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Everyone, please vote for democracy and women’s health 💙💙💙",UgwX6OSULBrJSjieR5J4AaABAg,17,N/A,N/A,2024-10-22T09:58:49Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,“I wanna f&ck Arnold Palmer so bad…” coffee came back up!!,Ugz0IfpYyMQEiIR7Y-R4AaABAg,0,N/A,N/A,2024-10-22T09:58:48Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Look at the expression on the mum and her kid!,Ugw4cvmT0c65DI22WYh4AaABAg,0,N/A,N/A,2024-10-22T09:58:40Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"I would have given my right arm to hear that interviewer, on receiving Trump's reply, say, 'Geese!? What f*cking geese..?'",UgxOS_2N0rpE36OOXQB4AaABAg,0,N/A,N/A,2024-10-22T09:58:26Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"So much hypocrisy.  Let's face it every so called left leaning show wants him elected it's material for next 4 years.  And McDonalds should be boycotted supporting a candidate but apparently that is not endoring.... whatever 

Complete senile candidate that has a chance winning",UgxQkmWDdB2X47mqvNR4AaABAg,0,N/A,N/A,2024-10-22T09:58:22Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Harris genocide or Trump genocide? Gee, so hard to decide.",UgxMmFbNn-xWqHi2nzF4AaABAg,0,N/A,N/A,2024-10-22T09:58:18Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,The Republicans that still back Trump are afraid of his retribution. Vote 💙💙💙💙💙💙💙Dem all the way.,UgyCHzh_4TZMEGvUxnV4AaABAg,1,N/A,N/A,2024-10-22T09:57:56Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Sadly, election day will not be the end, Trumpty is already claiming the vote was rigged.  Get ready to #StopHisSteal",UgyoaREasyBVyZJbClt4AaABAg,2,N/A,N/A,2024-10-22T09:57:50Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,It would be funny if it wasnt so serious.,UgxKUeJ7jd9Vl-0Qkbp4AaABAg,0,N/A,N/A,2024-10-22T09:57:43Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Every day I think Trump can't get anymore cringe - and then I watch the news and... 😅,UgyU12BPBbKfPYaGKjh4AaABAg,1,N/A,N/A,2024-10-22T09:57:40Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,thank you for giving some light relief in these dark times.,UgxLMT1FDsQI8WWBE514AaABAg,0,N/A,N/A,2024-10-22T09:57:34Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Typical, no context what a joke",Ugz0loDeimYgIkrhUn94AaABAg,0,N/A,N/A,2024-10-22T09:57:19Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Boycotting mcdonalds,UgyjQJZWGLP5ueSakOF4AaABAg,0,N/A,N/A,2024-10-22T09:57:04Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,I can’t wait to bury Trump in two weeks! I’m so glad that my vote in NC (a swing state) is going to help deliver Harris to  the White House!,UgwqS8dZ2sBMmXWQevB4AaABAg,0,N/A,N/A,2024-10-22T09:57:03Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,I don't know how better to say it than Jon Stewart.,Ugx8PyQtJGV3QQR-otR4AaABAg,0,N/A,N/A,2024-10-22T09:56:57Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Pelosi does require investigation,Ugy8zYonyotARL-RtON4AaABAg,0,N/A,N/A,2024-10-22T09:56:53Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Will McDonalds be shut down for a deep clean?
No hair net and dealing with food, health , safety and hygiene regulations being broken",UgzPeEVqgix0Bl4gpBx4AaABAg,0,N/A,N/A,2024-10-22T09:56:43Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"That's the right job for him 😂. John is hilarious, Aaahhh, with their hands😂😂😂",Ugz6PJ_x-IhK5OKDmLJ4AaABAg,0,N/A,N/A,2024-10-22T09:56:43Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,What I think is hilarious he didn't even wash his hands. The employee didn't even give him directions to wash his hands before handling the food😂,UgxNqA0fdeBrUU4nn-t4AaABAg,0,N/A,N/A,2024-10-22T09:56:06Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"I'm voting for Jon Stewart , even though he also cannot operate a Fry machine",UgwAD2crETJjE5yP7a94AaABAg,0,N/A,N/A,2024-10-22T09:56:00Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"2016 ""We like him because he says what he means and he means what he says. ""
2017 ""That's not what he meant. ""
2018 ""That's not what he meant. ""
2019 ""That's not what he meant. ""
2020 ""That's not what he meant. ""
2021 ""That's not what he meant. ""
2022 ""That's not what he meant. ""
2023 ""That's not what he meant. ""
2024 ""That's not what he meant. """,UgytlQZCZqxz1CNr8lV4AaABAg,1,N/A,N/A,2024-10-22T09:55:54Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,What that reporter wanted to know is if she is going to have a job after the election.  These bottom feeders all coming out of the woodwork are what’s destroying america. They are gearing up for when Trump loses.  They all have a story and endless cash cow,UgzTVPNx_wMLXs0nI8J4AaABAg,0,N/A,N/A,2024-10-22T09:55:37Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"This is just.... This whole ""candidate"" is just one big pile of shame for America. No clue how a race with this subhuman can even be tight????",Ugznguo3eeHbwDgKWFt4AaABAg,0,N/A,N/A,2024-10-22T09:55:31Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"“The enemy within” bit is exactly what is in project 2025, which he tried to claim he’s not part of.",UgwE9yYd4I6_kG_WioJ4AaABAg,0,N/A,N/A,2024-10-22T09:54:35Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,How many of you will boycott McD now? My educated guess: 0,Ugyf3gDUXpfWSJuUIY14AaABAg,0,N/A,N/A,2024-10-22T09:54:32Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"You are exactly right, why the mainstream media  does not go after him is beyond me, he is the biggest threat to democracy, no wait, the people who want to elect him are, no both are. Enemy within? It is him of course. 😊",UgwF4e8dAY6qtTybc_l4AaABAg,0,N/A,N/A,2024-10-22T09:54:25Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,I really love to watch this show with Jon Stewart 👍🏻💙💙💙. He’s a very intelligent master entertainer 💙,UgxGiEPOW32N005Mp6x4AaABAg,0,N/A,N/A,2024-10-22T09:53:59Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,Oh sweet catharsis,UgwBotzVwCVe2_eu6LF4AaABAg,0,N/A,N/A,2024-10-22T09:53:58Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,I am old but I now know where I can get a job .....president,UgzH4w9vkYBV5UcHZ3B4AaABAg,0,N/A,N/A,2024-10-22T09:53:57Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"Got to love how the left keeps using ' Trump will destroy democracy' line. Fear mongering 101. Trump does it, the Left does as well.",Ugx9GwoOfnLZe_G5mux4AaABAg,0,N/A,N/A,2024-10-22T09:53:53Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,A parade of Republicans with no spine pretending Trump didn't really say what we have seen and heard and say several times over.,Ugwq4xyo9QoJpNwbCjB4AaABAg,0,N/A,N/A,2024-10-22T09:53:45Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,We can’t laugh him off again. Look how it turned out last time. Please VOTE Blue. Our country is at stake.,Ugy9YLSbLEh130ea6cl4AaABAg,0,N/A,N/A,2024-10-22T09:53:45Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,wow. what a delivery from Jon Stewart. I enjoy the English language here. The dramatization and driving home the key points and necessary fact checking is epic. Thats why you won as The Daily Show,Ugy_sV0sG7N_FxHRosJ4AaABAg,18,N/A,N/A,2024-10-22T09:53:26Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,The what looks like a teen girl in the back doing her best not to look directly at the situation,UgyENk1tRIz3U0kXLx94AaABAg,0,N/A,N/A,2024-10-22T09:53:22Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,😅😅😅 hilarious,Ugy5D722VTbc1h1AzMx4AaABAg,0,N/A,N/A,2024-10-22T09:53:19Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,"The ""Bille Jean Eco chamber"" is stuff of a genius 😂😂😂",UgySDE77LJ_AV_OclPZ4AaABAg,0,N/A,N/A,2024-10-22T09:53:10Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,when you think he's talking about others he's talking about himself the enemy within,UgxGpEil7Rsl1Rm15Wd4AaABAg,0,N/A,N/A,2024-10-22T09:52:56Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,At least try and be impartial it’s not like Harris is better than Trump.,Ugy2BWvJMgQP-SjuQzB4AaABAg,0,N/A,N/A,2024-10-22T09:52:45Z,2024-10-22T03:00:11Z
Jon Stewart on Trump&#39;s McDonald&#39;s Shift &amp; His &quot;Enemy Within&quot; Threat | The Daily Show,-5KWZL1blWc,It’ was a set up drama by Trump 😢😢😢😢😢😢,UgzBQaFrC8ur8O4ieCh4AaABAg,0,N/A,N/A,2024-10-22T09:52:35Z,2024-10-22T03:00:11Z
